	100_TF_25875	101_WF_25876	102_WF_25877	103_WF_25878	110_WM_25880	111_TM_25881	112_TM_25882	113_TF_25883	120_WM_37906	130_WF_37916	131_TF_37917	132_TF_37918	133_TF_37919	140_TM_37922	141_TM_37923	142_WM_37925	143_WM_37926	150_WF_37927	151_WM_37929	152_WF_37930	160_TM_37933	200_WF_25887	201_WF_25888	202_WF_25889	203_TM_25890	210_TM_25900	211_WF_37901	212_TF_37902	220_WF_37913	230_WM_37915
CIR1	10.50901069	10.45664895	10.57018485	10.40358335	10.32151236	10.77681466	10.59878922	10.50162754	10.36206265	10.64277666	10.68068102	10.69965946	10.3465889	10.88500128	10.81936703	10.71919207	10.82282414	10.86120296	10.69073574	10.65572603	10.79527792	11.01601755	10.82015041	11.17730206	10.97437896	10.77729529	11.04628468	10.92270405	11.08478806	10.78320604
CEP57	10.85933002	10.80325866	11.37205771	10.49972168	10.56231621	10.87960589	10.47573542	10.70361443	10.97791399	10.8126379	10.96054935	10.5386973	10.72439263	10.37610312	10.80541932	11.21089942	10.87102122	10.47818707	10.47425755	10.8443018	10.15820015	10.29042451	11.10651799	10.30877013	10.30934383	10.6675927	10.69297756	10.86195847	10.52721598	10.44063533
ZFYVE16	9.857938081	9.722928236	10.03716411	10.00810767	10.97171972	10.96512218	11.07926901	11.02706977	10.7517969	10.95545715	11.03649074	10.16156154	10.04107547	11.10133832	10.02838495	11.036817	10.95007211	11.00369147	11.0963415	9.975988691	11.15287756	10.62110085	10.335923	10.24721924	10.74837976	11.18236332	10.14519173	9.961609984	9.983790719	11.10891789
LOC102073852	10.80295206	11.05314992	11.18388077	10.60647984	10.67047181	10.61116624	10.30358743	10.64721213	10.80234626	10.21588799	10.79047505	9.953857218	10.59696613	10.45394224	10.95640559	10.94120346	10.73790783	9.997357522	10.40512352	10.82800017	10.12473233	10.37277583	11.70506389	10.48025365	10.99450207	10.8060358	10.90314203	10.87012967	10.61186997	10.95897371
RAB9A	10.75834968	10.51806597	10.68457472	10.69122145	10.13009343	10.75782297	10.78098953	10.62141822	10.37709483	10.48684826	10.24130798	10.66174255	10.11804766	10.83933297	10.65797685	10.52275396	10.64679661	11.04534348	10.82784516	10.70586968	10.92345723	11.13738161	10.85388135	11.16626393	10.86086057	11.26172884	10.95356856	10.64100025	10.67073281	10.73411502
WTAP	10.81962458	10.64372385	10.73696266	10.6667585	10.61345724	10.61178859	10.7080553	10.42789157	10.52457681	10.55574977	10.65563026	10.73405757	10.69921198	10.9779001	10.83612413	10.49208579	10.7087341	10.76387525	10.75740243	10.70841648	10.72130287	10.79923947	10.82364654	11.0087496	10.81268047	10.86792383	10.72000158	10.83119631	10.80540046	10.51910415
UBAP2L	10.5908492	10.70967085	10.07588462	10.93530055	10.5995434	10.36944801	10.50537027	10.41418393	10.83954558	11.10320844	11.19699941	11.11429348	11.15467792	10.47017118	10.58636681	10.49508236	10.81345822	11.006654	10.82616737	10.69734771	10.88575144	10.12239272	10.32115411	10.6054241	10.0842304	10.47817325	10.82476553	11.40474975	10.68432892	10.8358602
LONRF1	10.87536675	10.42427566	10.59820015	10.43703626	10.43018782	10.37128718	10.50726143	10.58740306	10.13463283	10.76717789	10.82318294	10.88327141	10.17136159	10.93512395	10.64460828	11.09983598	11.16106352	11.34593443	11.21839098	10.86879328	10.75781629	10.67772401	9.8376794	10.38695023	10.38606587	10.84194527	11.1481017	11.11078547	10.51712043	10.93227891
EIF2S2	10.73342671	10.96949294	11.02185347	10.52229976	10.59113017	10.97941698	10.54641325	10.83846296	10.53595446	10.44461441	10.43321542	10.47909577	10.44769951	10.69393686	10.73358208	10.92129574	10.88375543	10.72662521	10.66092385	10.81309058	10.16250874	10.52971455	10.56419199	10.32871637	10.65112551	10.84886763	10.82988209	11.14196902	10.922197	10.65677641
TMBIM4	10.50214034	11.04551003	11.16293578	10.94695565	10.65287171	10.7656734	10.74538416	10.86434926	10.49732168	10.24078716	10.20182253	10.20022827	10.11042373	10.81412978	10.87575471	9.626006863	9.687311841	10.73914913	10.8527806	10.501748	10.90985984	11.08601626	10.66800799	11.19116348	11.35783747	11.0893106	10.32787698	10.56967437	10.97477267	10.84102139
LOC102073501	10.714023	10.80426514	10.76709415	10.79724643	11.00496886	11.05388542	10.88499884	10.65040415	10.24969229	10.34130544	10.58937734	10.41480356	10.20345196	10.73863727	10.65686752	10.49807271	10.50173528	10.46424299	10.64483191	10.51829452	10.81456243	10.57414441	10.5431369	10.85407956	10.90542704	10.94244509	10.56818295	10.60647736	10.35841877	10.67588463
KLHDC3	10.55051067	10.7799135	10.67035032	10.97212743	10.37990135	10.83872665	10.4523664	10.42665079	10.40669682	10.97364617	10.83089567	10.71351735	10.54863928	10.58319777	10.9003334	10.59622067	10.5903286	10.56818601	10.50604824	10.60741875	10.74925157	10.6326048	10.85900139	10.92128247	10.91975532	10.96314942	10.67846298	11.12743565	10.86763158	10.40622114
LOC102061879	10.88897198	10.9496182	11.00014819	10.72377087	10.80542018	9.864109742	10.5316234	10.73402109	10.79375633	10.71715617	11.04555763	10.6455694	10.67506051	10.8050208	10.75861729	10.90486893	10.72797177	10.7812807	10.85030638	11.21761205	10.73775223	10.55310999	10.23972349	10.29396539	10.82940201	10.95604353	10.58471036	10.65052033	10.61186997	10.64164346
TRAPPC8	10.66829011	10.61532996	10.70404118	10.75725761	10.93736981	10.70689144	10.92868638	10.91741993	10.57257472	10.78347342	10.83926278	10.71351735	10.57181647	10.65593555	10.73883372	10.79083893	10.83983854	10.77521267	10.66280526	10.50565842	10.80724633	10.35088458	10.36020636	10.47668288	10.35425826	10.66410806	10.87513192	10.23012631	10.70670798	10.63571525
CASC3	10.85008545	10.58050217	10.55000601	11.03899628	10.5798356	10.01390983	10.59345842	10.25271061	10.56451691	10.98137177	10.7680067	11.31677386	10.94056295	11.00121615	10.70488786	10.35255873	10.74202773	10.95850735	10.9045773	10.67842015	11.01917268	10.31324638	10.17684855	10.7787666	10.68187782	10.79969835	10.73098354	11.18096214	10.4514855	10.74909707
VTA1	10.55336191	10.64597138	10.72218791	10.63558425	10.72495093	10.90926919	10.81802375	11.01391417	10.3976531	10.41353522	10.49189723	10.55418343	10.32228517	10.78384914	10.71024487	10.52177478	10.59124242	10.65667206	10.46026079	10.45093725	10.717405	10.83701828	10.73080432	10.9265258	10.76510372	11.01877012	10.83643394	10.77012751	10.69481572	10.6906642
PSMC6	10.84000316	10.91463038	11.04578173	10.76879661	10.80368761	10.77986348	10.81878527	10.96775389	10.30515992	10.20822377	10.4043643	10.32172325	10.34751553	10.64474558	10.86714814	10.64559653	10.4603199	10.78300975	10.63144351	10.60468695	10.55325464	10.85185694	10.54842957	10.88672805	10.77113738	10.55826688	10.86946401	10.41387618	11.09726255	10.79996262
HSPA4	11.02867712	10.63696014	10.70511498	10.72377087	10.60949554	10.70076225	10.39223032	10.47186263	10.25846207	10.50214847	10.58274759	10.59218618	10.92140524	10.83486459	10.8833621	10.47498654	10.68752826	10.95927214	10.55549849	10.63980279	10.72032939	10.65628051	10.71864977	10.99050772	10.83517304	10.90603461	10.65888004	10.81193427	10.78029875	10.60136399
PPM1D	10.58342933	10.69346475	10.79660879	10.62110549	10.88884319	10.61892636	10.64847219	10.74799435	10.3851246	10.80757652	10.76581364	10.7186799	10.65574295	10.55630412	10.62885331	10.47700877	10.48117634	10.6097016	10.74235758	10.80120996	10.6718053	10.60074535	10.78291999	10.6462568	10.53446902	10.85346414	10.84728797	11.25770179	10.46730288	10.68165026
PAXBP1	10.51292195	10.63016455	10.34619302	10.53972613	10.8143961	10.52292843	10.61027209	10.77066042	10.61902581	10.69618177	10.64771178	10.78005364	10.63084574	10.70377293	10.62318454	10.57937893	10.6883825	10.78990526	10.77142029	10.56588805	10.88575144	10.96461153	10.40407951	11.14242972	10.82215559	10.83343923	10.88990505	10.51264574	10.90423698	10.49310737
LOC102061390	10.07861255	10.79011005	10.90149861	11.70902418	10.5975447	10.34307519	10.6739492	10.39019561	10.96878606	10.87479593	11.0753754	10.98102421	10.52590203	10.56604373	11.07408457	10.42976399	10.74202773	10.68191436	10.36984785	10.83189826	10.82727695	9.844106535	10.67576696	10.41955411	10.18261858	10.26234565	10.77863691	11.51455199	10.64624075	10.55095434
LOC102061418	11.12507481	10.85371398	10.5523947	10.97212743	10.58831481	10.0711722	10.55649396	10.38253664	10.30878293	10.70398569	10.75406068	10.7383002	10.64598622	10.71256837	10.65908532	10.40660923	10.89859427	10.75421193	10.51753136	10.68963463	11.15359881	10.82453501	10.81664579	11.30356221	10.45610243	10.87246009	10.83788588	10.9316549	10.62759471	10.67505908
LOC102074483	10.70464983	10.5508221	10.77427388	10.85328983	10.56885995	10.77292501	10.60851144	10.7647818	10.16293658	10.72944296	10.63815183	10.67861962	10.63312697	10.55630412	10.66902339	10.69072592	10.64943117	10.70489922	10.55651088	10.49880821	10.62159089	10.82954129	10.5673239	11.15960028	10.86580266	10.84348645	10.84944901	10.88633446	10.48121852	10.47234722
SPAST	10.85240216	10.8380741	11.07514429	10.84708289	10.85611774	10.6434817	10.68150533	10.95662392	10.65361981	10.39533234	10.3930392	10.4179814	10.78034863	10.1940376	10.64796207	10.88444958	10.91984292	10.68005964	10.55347158	10.67147531	10.37170525	10.69428618	10.64842589	10.72259998	10.35827282	10.29313494	10.91831877	10.30439351	11.01955259	10.80676185
CNOT6L	11.09278222	11.03354472	10.38021105	10.87404316	10.67616482	10.79473759	10.35910132	10.69951132	9.953574017	10.8447579	11.46324502	11.07592496	10.4994697	10.22032372	10.36783196	10.45768199	10.18563172	10.45667839	10.23847284	10.41500089	11.01758877	10.93007071	10.90510686	10.98213905	10.76131982	10.19872003	10.43635284	10.4454749	10.74757495	10.52186191
PCIF1	10.88445115	11.00055791	10.57606644	11.05456681	10.69498079	10.61954537	10.50820609	10.60505947	10.54006963	10.51462783	10.73101301	10.74674818	10.64372526	10.52889915	10.83318111	10.53250933	10.82437922	10.82892697	11.00067292	10.8248741	10.76727334	10.33805703	10.54737259	10.58456568	10.53801231	10.60626919	10.67684119	10.79486627	10.54388635	10.55903189
EXOC1	10.65064827	10.66382662	10.76194379	10.65081024	10.83625552	10.87391059	10.83619015	10.94107	10.42572832	10.63054433	10.55845584	10.54742871	10.53243507	10.57142633	10.58753171	10.69594357	10.81658696	10.74181873	10.73522296	10.53082081	10.58675972	10.55714029	10.49679932	10.73759411	10.66820124	10.63236132	10.76801331	10.44077903	10.64469609	10.57328117
SUGT1	10.57128998	10.48454811	10.23011074	10.59355953	10.47224836	10.7575418	10.58721414	10.67464436	10.10992181	10.48775279	10.49189723	10.51811593	10.04450903	10.84200737	10.81638957	10.49208579	10.81814878	10.92209692	10.66468422	10.9253457	10.63714924	11.05927572	10.6454655	10.71756708	10.88122558	11.2101033	10.97747709	10.91143678	10.97477267	10.66011782
AEBP2	10.52846173	11.20413025	11.38484355	11.15155813	10.63739065	10.99452607	10.84294397	10.73702679	10.47921826	11.09492386	11.02308864	9.728239512	10.12346873	10.7764116	10.2768697	10.18698131	10.37161203	10.69023119	10.52272087	10.61739128	10.52454037	10.5100973	10.16724492	10.62383447	10.47471112	10.69175219	10.6897647	10.59666093	10.50354874	10.53375161
HOOK3	10.56753413	10.14795857	10.44977837	10.27420265	10.61028876	10.73601124	10.94132886	10.5684031	11.10693607	10.69069378	10.88443362	10.37065586	10.56227106	11.19356306	10.56877936	11.00634504	11.06896496	10.6097016	10.79562832	10.22050618	10.91412282	10.32393187	10.30498179	10.88672805	10.8437865	10.7222311	10.51198475	10.15755835	10.59277102	10.73173514
PM20D2	10.85317357	10.42819907	10.42652633	11.02463138	10.37803927	10.91835233	10.90736608	10.00082704	10.32318458	10.26315141	9.967346941	10.65008017	10.5820865	10.74531963	10.5473872	10.56709191	10.43915722	10.83059984	10.84865453	10.61648753	11.04272494	10.9432169	10.61451342	11.22984692	11.06924162	11.21129736	10.43826888	10.49915858	10.26497088	10.44838737
LOC102071808	10.46224027	10.65604215	10.84417083	10.54836094	10.64360304	10.95387794	10.90378184	11.03604513	10.47277413	10.30275822	10.37588293	10.11792429	10.06494025	10.7557583	10.73988175	10.55086459	10.46331793	10.69850031	10.59544942	10.69563725	10.6687807	10.73309784	10.9931178	10.74651631	11.11146208	10.93740263	10.59933912	10.37829818	10.87818543	10.5723947
BRAP	10.62648406	10.69672057	10.88548581	10.71868009	10.44849102	10.63890932	10.59701447	10.57065143	10.17886393	10.7656873	10.52685645	10.59686685	10.4631703	10.59593065	10.64236809	10.46279316	10.578396	10.95621055	10.64387971	10.71518603	11.03882618	10.94013444	10.87509595	11.16774057	10.75219773	10.93089346	10.59848271	10.88056792	10.68583171	10.44935345
TMEM185A	10.50508879	10.55202111	10.64818884	10.29601929	10.28371794	10.56274195	10.49206219	10.65888184	10.38054164	10.31809764	10.33207681	10.54742871	10.44769951	10.98839877	10.98850236	10.75045424	10.98802967	11.0632391	10.89979963	10.79961845	10.6967665	11.11363859	10.53462798	11.05257049	10.95595869	11.15718066	10.77105662	10.55091441	10.61975378	10.58035333
ANKRD27	11.00596596	10.34486182	10.85485299	9.899752511	10.84234423	11.22753482	10.80116772	10.93235588	10.34687201	10.78568134	10.83089567	10.14247256	10.4614595	10.59487386	10.67451508	10.7875843	10.46830083	9.707794852	10.03989	10.07541028	10.9692439	10.62013803	10.89683296	10.9745655	10.68826924	10.96102133	10.43731118	10.1169144	10.39379688	10.32853718
FRRS1	10.65064827	10.3776955	10.90149861	10.36173396	10.74205959	10.85327184	10.4435044	10.58518073	10.66873242	10.36808088	10.96118836	10.28157709	11.10515102	10.74341354	10.98762036	11.15643658	10.72880239	9.818257401	9.926939747	10.04616347	10.67883811	10.59487631	10.89184574	10.70541595	10.3821281	10.76839797	10.94551014	10.98529876	10.67224984	10.51726271
LETM2	10.62377398	10.58402306	10.86545659	10.67729349	10.57049126	10.48979244	10.79576285	10.58518073	10.4467056	10.56606365	10.47230198	10.54549296	10.25276119	10.82948419	10.64907826	10.5158857	11.08721373	10.57019029	10.86427119	10.7657845	10.94694843	10.5581461	10.81049212	10.66101358	11.11975985	11.07166763	10.75423836	10.72063068	10.37714704	10.53466216
LOC102075060	10.65330835	10.36683385	10.54041144	10.42562419	10.69123719	10.95485919	10.7477854	10.70156433	10.08759483	10.28933068	10.20937622	10.43481253	9.87356755	10.97384171	10.48249021	10.35365985	10.70536205	10.87990425	10.83953539	10.58449401	10.90729599	10.86573238	10.45231479	11.14543063	10.94865728	10.94100619	10.68896037	10.67204729	10.9298262	10.73411502
TMEM9B	10.76656251	10.85856686	10.94304658	10.80126525	10.54375106	10.60555298	10.85561551	10.86067955	10.09600805	10.3160618	10.05382245	10.47808123	10.21365306	10.65998318	10.69086575	10.43913021	10.44725587	10.6415024	10.66374505	10.75186085	10.62887235	10.8770598	10.70544462	11.13716306	11.06249314	11.09190611	10.95958296	10.46101821	10.93236032	10.52369749
RPS6KB1	10.6246779	10.51438002	10.4015686	10.50268678	10.78343623	10.76930376	10.59523754	10.73100912	10.51833275	10.53489793	10.57858845	10.80048551	10.58129909	10.89962296	10.58753171	10.46381323	10.65730608	10.8959714	10.68426687	10.42948314	10.91156654	10.68878657	10.6013331	11.02757709	10.5494682	10.77082996	10.89688702	10.61205689	10.50695366	10.43284136
PSMA7	10.90468417	10.90621795	10.90149861	10.84941362	10.28917821	10.69196083	10.42761391	10.63544718	10.41007363	10.57204618	10.42952499	10.4179814	10.22479146	10.46786392	10.57349037	10.42138706	10.49002324	10.85299569	10.90219044	10.76985424	10.57388223	10.78126478	10.33101684	10.75930722	10.82723191	10.86565034	10.88710276	10.99173235	11.03849436	11.14095358
SSR1	10.69263153	10.29416451	10.50014462	10.67027872	10.5152354	10.70892872	10.70311429	10.35670871	10.25220339	10.40398343	10.50948282	10.89319816	10.30043862	10.81956768	10.56286887	10.5286151	10.6883825	10.63097989	10.58059727	10.49782694	11.20321077	11.11021459	10.96727391	11.27438958	10.61886664	10.97444651	10.77939275	10.53043453	10.69332227	10.43771753
MICU2	10.74511107	10.31267829	10.31979136	9.741293074	11.32638361	11.32977923	10.55100414	11.15616533	10.01698273	10.41543801	10.56014434	9.501114878	10.30139538	10.27017583	10.44184386	11.04228884	10.64063051	10.05003457	10.26225219	10.5872643	10.49410361	10.83203793	10.40874353	10.54533387	10.56170433	10.89418637	10.67846298	11.00239161	10.24878959	10.00095675
PIK3C3	9.882347648	9.916091418	10.19230849	9.94988603	11.22363263	11.0815507	11.21906882	11.04334728	10.93481377	10.73249837	11.15516889	10.12052811	10.00275593	10.8858655	10.4105887	10.87221135	10.81892906	10.02686009	10.7459117	10.20254622	11.05049098	9.857250625	10.06011861	9.837840203	10.73455075	11.14972616	10.37565552	10.05678701	10.12348544	10.49310737
FAM83H	10.34973759	10.87206866	10.41081391	10.64097651	11.07184533	10.98014006	10.82258685	10.87166078	10.46196949	10.63952484	10.62691783	10.16786873	10.76656191	10.10179077	10.55097468	10.8293321	10.57562824	10.35221716	10.31944196	10.34360388	10.66978961	10.44524784	10.67963084	10.89031044	10.77864412	10.3495564	10.33509411	10.53631568	10.89776809	10.6906642
RTF1	10.57503606	10.54360702	10.63697903	10.32199445	10.64785858	10.69666161	10.57374176	10.78234624	10.73304855	10.73478568	10.75479805	10.67773627	10.42681003	10.94593753	10.73778492	10.76376586	11.06830893	10.6087269	10.78011275	10.60103648	10.58782767	10.40108259	10.44097576	10.66729197	10.75448367	10.63770123	10.55146384	10.48250102	10.61345018	10.85930483
CUL1	10.71147272	10.65604215	10.71474337	10.56074283	10.62645414	10.80211749	10.72277756	10.79586106	10.51415497	10.58393726	10.56939589	10.50920457	10.55346523	10.62521049	10.78525701	10.69072592	10.77617783	10.63768491	10.58655651	10.4810424	10.5963429	10.65815788	10.476951	10.69418672	10.64374497	10.61712327	10.83788588	10.64780672	10.87949925	10.78626721
EEA1	10.51389811	10.61532996	10.76194379	10.54357021	10.49476155	10.73258209	10.43458757	10.60396226	10.61024602	10.79594048	10.81401437	10.62280137	10.58680194	10.76518285	10.7177114	10.73448538	10.74941401	10.67913138	10.57161197	10.27880555	10.81638567	10.74727678	10.50553381	10.67146242	10.45516566	10.7222311	10.87371703	11.06168935	10.78170482	10.74831241
HSF2	10.64263845	10.71930778	10.78039962	10.89299646	10.65556389	10.75838513	10.69981084	10.9787986	10.29910124	10.70476376	10.56603856	10.62646851	10.38590525	10.71159375	10.71238211	11.03955552	11.0630499	10.93459545	11.05109691	10.6999096	10.66271241	10.51838976	10.07193249	10.66101358	10.48392614	10.51346047	10.44400178	10.35186021	10.22210112	10.1757907
SPATA2	10.71232332	10.71610262	10.63810394	10.74228475	10.54872519	10.77653718	10.71788683	10.52384479	10.64122308	10.48865674	10.54572865	10.42220764	10.49780147	10.83486459	10.63111459	10.75462734	10.94149967	10.76737319	10.77054816	10.53752091	10.64640429	10.48281251	10.4214923	10.97287707	10.46171031	10.78212534	10.7294198	10.88978334	10.53724132	10.58387644
GCAT	10.55904753	10.81927867	10.8769359	10.92502448	10.69796869	10.46864587	10.7080553	10.68816718	10.32437824	10.42113134	10.35560567	10.59780116	10.44683513	10.84911494	10.82826269	10.56138545	10.6832494	10.61844435	10.74324693	10.8634712	11.0223353	10.37048708	10.36741228	10.61520005	10.84020381	10.93884514	10.54880616	10.89779881	10.80954191	10.66095197
STRADA	10.42950535	10.47446533	10.66373757	10.44322314	10.53625752	10.96998377	10.68234246	10.81210341	10.3027395	10.83980821	10.69227539	10.88633308	10.35029182	10.50321796	10.57349037	10.49607983	10.641513	10.83059984	10.62180367	10.71687347	10.78972035	10.60074535	10.51096612	10.6462568	10.72447998	10.80207816	10.73332597	10.74495684	10.3901135	10.48935497
UBQLN1	10.2996677	10.0409645	10.09568081	10.13204798	10.91764218	11.11287705	10.96903265	11.15616533	10.59252438	10.77164042	10.65720875	9.71105594	9.934066609	11.0886338	10.07067026	10.8293321	10.95291831	10.3156435	11.03084709	10.06086111	11.04505914	9.910236012	9.888680937	10.1843816	11.20523442	11.16089351	9.852124219	9.804676808	10.07382323	11.1937748
LOC102064790	10.61833847	10.73733697	10.73064916	10.83928645	10.58630047	10.81216973	10.61290904	10.74898728	10.44341363	10.88306816	10.67133792	10.54355461	10.26850345	10.84111645	10.71664712	10.58688845	10.78498982	10.52337168	10.93991394	10.47507146	10.93020815	10.33218836	10.39117508	10.53621467	10.72836168	10.84425642	10.51198475	10.52748494	10.55050089	10.56706443
TTC37	10.10087933	10.13840849	9.970818316	10.13968946	11.02859654	10.96463512	11.04453716	10.95662392	10.79289451	10.77534868	10.85997057	9.988485221	9.996859947	11.14818778	10.0888896	10.84820005	11.01279075	10.23832746	11.01252344	10.01081547	10.99361892	10.20436565	9.759448057	10.36264901	10.89993098	11.09901978	10.16962336	9.921704961	10.13233381	11.05283232
PDHA1	10.43878744	10.47446533	10.76914915	10.2684061	11.14837064	11.16510579	11.01494096	10.66099349	10.37017638	10.64358847	10.73923345	10.19776472	10.01213957	10.57785903	10.32516536	10.38199751	10.62554498	10.20774691	10.39836302	10.27078428	10.81638567	10.53073968	10.75022469	10.39075008	10.84020381	10.66148904	10.54791918	10.11887605	10.10112374	10.86148334
WDR33	10.71995617	10.77376078	10.59240836	10.93237199	10.4324324	10.55887427	10.55923106	10.64401301	10.31359949	10.66373657	10.60172655	10.80857787	10.86235588	10.63037703	10.78322518	10.5276399	10.68923625	10.87504899	10.72535485	10.57522105	10.73582672	10.49020937	10.70639187	10.808419	10.51302443	10.66061497	10.63485684	10.97559425	10.7052268	10.59002124
LOC102060704	10.57970502	10.24755224	10.65598417	10.43600252	10.97726352	10.41651991	10.57374176	10.62791009	10.62291084	10.64115167	10.49101229	10.56950497	10.53487734	10.45160883	10.43409338	9.853362167	10.42384847	10.68191436	10.73700993	10.58171838	10.95276192	10.46576147	10.47138872	10.99134192	10.92922901	10.92362642	10.79442697	11.11275432	10.79708169	11.041989
CMTR1	10.19520301	10.74469572	10.25379383	10.96426355	10.34981547	10.46210287	10.3829895	10.17797633	10.95344326	10.91030442	10.13879347	10.83417237	10.14281736	10.94261891	10.79032408	10.65723494	11.42309768	10.70945255	11.07389663	10.48004896	10.69280164	11.09920285	10.70449675	10.44535996	10.87072787	10.56108012	10.88077764	10.64508799	10.06922241	10.49123239
PPAPDC3	10.92830211	11.91873983	11.01234337	11.85725998	9.904759309	9.13680926	10.0100433	10.15267834	11.151987	10.54188211	10.26324646	10.19282494	10.10385666	11.02494593	10.24621062	10.81021397	10.75594797	9.838369478	9.380982941	9.740604825	10.37046446	10.96005361	10.86664753	11.25576563	10.27152498	10.32989422	10.57603535	10.90576996	11.08592657	12.14315219
LOC102068013	10.53712978	10.97486611	11.13612038	11.19862674	10.93515597	11.61873842	11.01626933	10.86800966	10.06348695	10.47138389	10.4821329	9.743531198	10.12346873	10.99402039	10.93277206	10.54123307	10.74859518	9.085929317	9.967107009	10.1733363	9.934583853	10.08657853	10.77932358	9.751757041	10.65846846	9.693027119	10.04812695	10.2319398	10.20333055	10.24642551
ZNF207	10.60374279	10.37498776	10.37617104	10.40040696	10.29115865	10.15557513	10.4891944	10.41167756	10.74735507	10.73173512	10.93410306	10.92555425	10.84606116	10.72517892	10.5208026	10.83170414	10.82748437	10.73379505	10.68426687	10.61105311	10.67582825	10.82286238	11.15380498	10.72861636	10.47193509	10.93161815	11.04879434	11.03078416	10.59116796	10.38819717
LOC102071462	10.66302019	10.87781667	10.64371537	10.54836094	10.76574688	10.72885796	10.81878527	10.67986046	10.0932091	10.54188211	10.36915549	10.56186456	10.45888949	10.8285855	10.72936695	10.46279316	10.56450374	10.73825816	10.53920285	10.6792859	10.65049864	10.94398648	10.36140985	11.03730341	10.87283354	11.0498067	10.02024602	10.37665994	10.64778375	10.41811309
MAX	10.98851922	10.7799135	10.80864719	11.05052112	10.20501835	9.828652283	10.46701638	10.44515118	10.67248595	10.86717115	10.8763253	11.07793477	10.81692743	10.63757921	10.76583808	10.40235901	10.83753018	11.006654	10.86508846	10.76741378	10.89785602	10.20821619	10.3899962	10.62920484	10.46171031	10.39756925	10.62227216	11.14003968	10.58473784	10.90155621
CANX	10.96872494	10.58753537	10.92657077	10.56074283	10.19817385	10.71067267	10.48440204	10.57960985	10.54622043	10.53926701	10.24025491	10.74590561	10.50529333	10.65897234	10.65019359	10.38091785	10.36200503	10.95621055	10.56760046	10.73613831	10.74542864	10.93472424	10.69498363	11.07162704	10.84450197	10.6421361	10.57080517	10.63963509	10.70077411	10.74674181
TBK1	10.74261524	10.8122918	10.83733166	10.68601422	10.49733674	10.64591439	10.6467576	10.75591868	10.53389247	10.63952484	10.50598283	10.48213511	10.65349725	10.69590945	10.77711247	10.42033651	10.59398039	10.63481515	10.61209892	10.36528921	10.44072053	10.92929366	10.49789403	10.68699504	10.49854872	10.76677435	10.80039703	10.61900106	10.92474455	10.76237136
LOC102063071	10.35083073	10.6130341	10.44977837	10.65525804	10.52956374	10.5298604	10.78177086	10.65993805	10.5057629	10.96458034	11.05516656	10.70573868	10.81424949	10.60855205	10.69086575	10.44120335	10.58391563	10.11602951	10.80588004	10.28450782	11.02549099	10.2133343	10.90262967	10.62060262	10.68906618	10.72557821	10.66625485	10.887485	10.76616218	10.46949298
RALGAPB	10.70464983	10.74259705	10.19077557	10.88392996	10.52199589	10.36981603	10.54365169	10.45004478	10.4467056	10.63136305	10.74221112	10.92778479	11.07022728	10.62521049	10.65242167	10.50799598	10.62821863	10.8430849	10.81352128	10.5027266	10.78040986	10.65157637	10.34690118	11.0186033	10.3083066	10.57969606	10.72628722	10.73220478	10.71850294	10.65426526
KPNA5	10.82592564	10.58870424	10.54161426	10.74895856	10.54084153	10.67717131	10.74297891	10.58740306	10.20761445	10.17827384	10.37492379	10.80696303	10.79400478	10.88327129	10.83219876	10.4422388	10.42589906	10.94235237	10.50709595	10.52793977	10.51221769	10.74727678	10.18502959	10.84025477	10.61886664	10.83498952	10.85447887	10.66937394	10.89647082	10.5563444
CENPT	10.62558127	10.56870337	10.74010908	10.51839846	10.47877872	10.45726263	10.51668021	10.59956504	10.52665216	10.52347596	10.63334798	10.50123686	10.43467911	10.53111083	10.53052655	10.33816712	10.4870803	11.00443267	10.82616737	10.64246891	11.03413371	10.65628051	10.83581665	10.59667837	10.93528653	10.90308167	10.94348847	10.76637981	10.75761323	10.54644717
NFU1	10.52362352	10.27104685	10.44977837	10.22716386	10.29511138	10.01485171	10.1413183	10.37740795	10.83703953	10.94495947	10.69304504	11.33481401	9.868409297	10.71159375	10.72196069	9.948304007	10.19648496	10.29639723	10.18839734	11.2056457	10.17819759	11.41832089	10.52606854	11.1273308	10.94732577	11.27549362	11.27141057	10.95488991	10.71261752	10.80826844
LTN1	10.50214034	10.45536789	10.5523947	10.58239205	10.57496785	10.83713099	10.83769373	10.75986457	10.49732168	10.60075615	10.61234428	10.75682085	10.51769388	10.50996164	10.81837522	10.50799598	10.42487413	10.64245519	10.56458448	10.4997888	10.65661846	10.6268643	10.62055624	10.66624747	10.52646464	10.56201665	10.97681829	10.6437267	10.61818046	10.56260744
EPRS	10.67790188	11.07249216	10.5807545	10.78512233	10.89893971	10.87831347	10.70558691	10.94454095	10.42015686	10.62562218	10.56351541	10.56090665	10.73079719	10.52335508	10.77199867	10.70027723	10.86951566	10.49832723	10.32063443	10.58818655	10.11883163	10.13188478	10.1972147	10.14291813	10.37024982	10.47021292	10.46670804	10.38646156	10.61028802	10.71094323
PITPNB	10.64798327	10.8222627	10.79257355	10.38334695	10.4252374	10.93311596	10.64332231	10.63973646	10.45326707	10.4922669	10.39019397	10.45557874	10.13746876	10.89705342	10.70166407	10.6064168	10.65643321	10.4238013	10.60526652	10.50760966	10.42884916	10.6665759	10.58494397	10.67665858	10.78760093	10.73557317	10.81004597	10.67204729	10.88735711	10.53920627
