	100_TF_25875	101_WF_25876	102_WF_25877	103_WF_25878	110_WM_25880	111_TM_25881	112_TM_25882	113_TF_25883	120_WM_37906	130_WF_37916	131_TF_37917	132_TF_37918	133_TF_37919	140_TM_37922	141_TM_37923	142_WM_37925	143_WM_37926	150_WF_37927	151_WM_37929	152_WF_37930	160_TM_37933	200_WF_25887	201_WF_25888	202_WF_25889	203_TM_25890	210_TM_25900	211_WF_37901	212_TF_37902	220_WF_37913	230_WM_37915
ZDHHC15	6.415667309	6.421641639	6.046840337	6.20592193	6.552721301	5.934211754	5.78244193	5.913693671	6.116157175	6.171558515	5.71590903	6.425399242	6.324337915	5.893614542	6.080864	6.135565519	6.123566929	6.02729077	5.862266225	6.392754564	6.002437212	6.655539004	5.878868468	5.910901977	5.833193057	5.990452067	5.869587277	6.293951508	6.053342195	5.698562225
KBTBD3	6.130412819	6.147982058	6.145697571	6.182084655	5.898537832	6.350914076	6.058881196	6.3629991	6.029660634	5.859559111	5.939374472	6.425399242	5.828041969	5.965966454	6.533270306	6.616657704	6.264240748	5.996619842	5.932373204	6.200505959	6.127364618	6.083375036	6.106604448	5.910901977	5.896168797	6.288565669	5.83734197	5.403504077	5.952675317	6.340572181
CHKA	6.33583724	6.208806346	5.761062481	5.67751815	6.156007809	5.81942894	6.312417238	6.119003325	6.359634125	6.078902466	5.593828747	6.405872202	6.359178039	6.032766491	5.895669061	6.10980203	6.148437001	6.266189013	6.218467138	6.539118986	6.002437212	6.416862541	6.162530635	6.257918795	5.833193057	6.100361786	6.310485017	5.942293068	6.053342195	6.049229037
LOC102064048	5.901764647	5.762654586	5.974544864	5.903576149	6.596344892	6.099905412	6.084837623	5.874240682	5.967098711	6.407538563	5.786646501	5.908369445	6.016491981	6.764209568	6.637374843	6.8526996	6.426378437	5.861815554	6.290174274	6.268578878	6.156187804	5.329583863	5.758439486	5.513632183	5.447389145	5.525062131	5.803717144	4.955213835	5.705103996	6.415945822
PROSER1	5.964649458	6.048952867	5.853364036	5.966572279	6.574737043	6.411889073	6.004671513	6.3629991	6.422918584	6.149210075	6.284303292	6.00165629	6.288320992	6.208545643	5.853292946	6.160663939	6.0718081	5.824367923	5.932373204	5.795215014	5.857064862	6.025062894	6.381866641	5.637047837	5.833193057	5.960751756	5.83734197	5.942293068	6.099805113	5.775060991
RILPL2	6.226840568	6.147982058	6.113870156	5.903576149	6.156007809	5.669373253	5.78244193	5.788980347	6.116157175	5.723007129	5.439633426	5.971659893	5.914016468	6.260820396	6.011335396	5.837658604	6.0718081	5.897594436	6.086265408	6.412131765	7.206914451	6.190268712	5.878868468	5.786531106	7.555895214	5.898092736	5.900595732	5.272837852	5.774886964	5.938218996
ANO10	5.964649458	6.346715129	5.808604092	6.474718776	6.077929837	5.755061894	6.409899451	5.832771064	6.521002663	5.976083945	5.819633345	6.258341803	6.576475729	5.814285603	6.011335396	6.10980203	5.988333695	5.824367923	5.743889069	6.311597423	6.002437212	6.533187409	6.381866641	5.786531106	5.896168797	6.309830712	6.440541922	5.942293068	5.705103996	6.32087883
FRMD7	5.718881587	5.855127768	5.853364036	5.835405885	6.112171169	6.185229777	6.205046514	5.874240682	6.088200001	6.235752102	6.377187234	6.425399242	5.99197308	6.124654374	6.511280778	6.20902906	6.242112216	6.08571305	6.440775274	6.246386017	5.773310743	5.697830711	5.915274406	6.203416411	5.954679654	6.15085116	6.16214599	6.07445771	5.705103996	6.415945822
LOC102070440	5.797363863	5.855127768	6.080951565	6.182084655	5.854675968	6.20945365	6.03217859	6.149209039	6.576047508	5.976083945	6.044332984	5.839876038	5.99197308	6.260820396	6.488860093	6.320782457	6.481484151	6.113614922	5.932373204	6.127489118	6.26380876	5.994450428	6.047200779	6.231030839	6.222565874	6.125935942	5.83734197	6.418083457	5.774886964	6.216469933
SCCPDH	6.226840568	6.08312393	6.145697571	6.106915472	6.077929837	6.072761472	6.058881196	5.913693671	6.059391241	5.976083945	5.786646501	6.138463327	6.40942516	6.235016523	6.011335396	5.837658604	6.017018401	6.192804307	6.167697136	6.127489118	6.211428497	6.688292612	6.240912294	6.084565485	6.264266138	6.100361786	6.066265497	6.260521435	6.375479726	5.737836667
MRPL54	6.155413269	6.320542468	6.804683404	6.229209292	5.687233983	6.19336948	6.227434164	5.987474622	6.315296109	6.0029038	6.06877359	6.03067935	5.940793521	5.999990647	6.263592045	6.185139229	6.285907556	5.897594436	6.167697136	6.101884392	6.097656573	5.994450428	6.240912294	5.786531106	6.304355985	6.047044883	6.066265497	5.84140744	5.774886964	6.378910112
DCK	5.759177974	5.656709269	5.974544864	5.468598217	7.221234641	6.248583399	5.78244193	6.119003325	6.576047508	5.723007129	5.752141171	5.471258261	5.828041969	5.677077082	5.76099831	5.905991756	5.67178023	5.652291313	5.652642359	6.757828307	5.816324658	5.962747441	6.381866641	5.786531106	5.865296171	5.673281146	6.091151823	5.988551738	6.340291484	5.564356546
FANCG	5.759177974	5.810284991	5.45266572	5.966572279	6.77496728	6.761453667	5.916608114	6.206975302	5.934065174	6.0029038	6.203584108	5.635209626	5.658762885	5.771368166	5.710148826	6.459875582	5.927996326	5.330394415	6.14130534	5.579513719	5.895829719	6.083375036	6.545362076	5.984484662	6.133614557	5.898092736	5.692622533	5.503166974	4.955213835	5.810504746
NSUN4	5.933787463	5.855127768	6.511396863	6.274254354	6.468190793	6.654278942	6.205046514	5.832771064	6.116157175	5.976083945	5.786646501	5.681222748	5.99197308	5.999990647	6.206322228	6.135565519	5.988333695	5.861815554	5.965353988	6.020614879	5.968339628	5.962747441	6.189342669	5.637047837	6.061128874	5.930000173	5.449763631	6.153140835	6.144105781	5.908107577
FAS	6.271812303	6.293710229	6.206418482	5.996430677	6.123317513	5.81942894	5.946968487	5.788980347	6.26902632	5.948419585	5.752141171	6.03067935	6.518523372	6.310584544	6.176427316	6.27751017	6.499270037	6.056961696	5.997132381	5.831480344	5.857064862	6.796418187	6.106604448	6.084565485	5.925929743	6.198866759	6.115401251	5.403504077	5.838650445	6.397584033
LOC102073174	6.396250116	6.208806346	5.93605398	6.437448979	5.884177797	5.428809963	6.205046514	5.742477387	5.934065174	5.890249937	6.138511715	6.365745559	6.709966526	5.930560761	5.895669061	5.969136252	6.148437001	6.33472855	6.357295721	6.290308267	6.384344195	5.895616669	6.545362076	6.145796701	6.009479322	6.198866759	6.404934322	5.988551738	6.053342195	5.698562225
MAP2K5	6.203591489	6.116099767	6.235455579	5.870208958	6.248083219	5.843730516	6.084837623	6.178511219	6.195501276	6.054259809	5.993402028	6.32407733	6.04036316	5.677077082	6.113780283	6.135565519	5.927996326	6.266189013	6.086265408	6.589504936	5.857064862	6.416862541	6.336924324	6.115668542	6.156611757	6.390897362	5.83734197	5.586692522	6.375479726	6.074979601
CPNE9	5.901764647	6.346715129	5.93605398	6.106915472	5.70583788	6.035298696	6.249341141	5.742477387	5.899698377	6.149210075	6.264707654	6.570509543	6.40942516	6.124654374	6.533270306	6.10980203	6.0718081	6.167109191	5.932373204	5.931314035	6.097656573	6.083375036	6.359628752	6.203416411	6.284502725	6.309830712	5.900595732	6.114604712	5.952675317	6.074979601
FETUB	5.86845705	5.762654586	6.176521527	5.870208958	6.089481453	6.58277488	6.391089706	5.913693671	5.826318287	7.014164653	6.526818931	6.188145378	4.955213835	6.310584544	5.974464893	5.679385004	5.754363582	5.743494177	6.420490646	5.674265332	5.968339628	5.994450428	5.950166463	5.513632183	6.201059406	5.715883496	6.115401251	5.65985316	5.432661328	6.1482807
LOC102070094	6.104750581	6.178858709	5.974544864	6.379092282	5.723952865	5.669373253	5.885109416	5.580446909	6.088200001	6.256280273	6.138511715	6.500264263	6.562257145	6.310584544	6.291079065	6.29936814	6.19636646	6.242307295	6.193403324	6.22370431	6.450720352	6.286825239	6.077371978	6.382915269	6.133614557	5.794073625	5.987306534	5.725616539	5.838650445	6.171533294
PRKCH	6.249571547	5.97652889	6.046840337	5.67751815	6.410909701	6.117580236	6.110099382	6.08781955	5.998927552	6.054259809	5.786646501	6.258341803	5.940793521	6.208545643	6.011335396	6.341774636	6.044820777	6.242307295	6.167697136	6.521824279	5.727639787	6.190268712	5.878868468	6.231030839	6.133614557	6.266861052	5.900595732	6.07445771	5.705103996	6.124462504
SESN3	5.994455657	6.320542468	6.011418021	6.20592193	6.248083219	6.063536588	6.004671513	6.08781955	6.059391241	6.078902466	6.06877359	6.138463327	6.324337915	6.381119201	6.34399403	6.320782457	6.242112216	6.167109191	6.027817117	5.831480344	5.895829719	5.929845508	5.800713853	5.910901977	5.954679654	6.125935942	6.249514981	5.942293068	6.227137656	6.259500385
LY96	6.271812303	6.013467871	5.808604092	6.025321156	5.792149655	6.256233361	6.084837623	6.119003325	5.602931096	5.827646295	5.677688489	6.235475401	5.99197308	6.032766491	6.235357356	5.969136252	6.044820777	6.113614922	6.26681921	6.075573178	5.895829719	6.949280998	6.189342669	6.334659473	6.485092707	6.0740822	5.930486746	6.388355937	6.340291484	5.938218996
SLC9A8	6.130412819	6.178858709	6.291181019	6.053321591	6.123317513	6.063536588	6.182150863	6.149209039	6.315296109	6.149210075	6.203584108	5.940599552	6.518523372	5.930560761	5.935976804	6.10980203	6.172691099	6.056961696	5.932373204	6.075573178	5.968339628	5.895616669	6.215455183	5.910901977	5.833193057	6.309830712	5.987306534	6.418083457	6.144105781	6.194253121
FGFR4	6.051248146	5.937968682	5.808604092	6.157663574	6.054390791	6.044807677	5.916608114	5.913693671	5.701095772	6.214804189	5.881698629	6.500264263	6.671465029	6.095008272	5.895669061	5.905991756	5.988333695	6.378092612	6.313021502	6.311597423	6.533524508	6.138288616	6.016008762	6.145796701	5.982504696	6.100361786	6.16214599	5.942293068	5.774886964	6.171533294
DUT	5.833716587	5.937968682	5.808604092	5.996430677	6.295868753	6.405279328	5.663253078	5.987474622	6.521002663	5.68444501	6.092591392	5.940599552	6.04036316	5.999990647	6.113780283	5.801151913	6.017018401	5.996619842	5.862266225	6.892991377	5.816324658	6.331940127	6.445998886	5.830200572	6.304355985	5.864906006	6.349261243	5.586692522	5.538653368	5.844382616
HYAL2	5.964649458	5.937968682	5.761062481	5.798987166	6.491872595	6.20945365	6.391089706	6.658916102	6.195501276	6.102915948	6.115825674	6.086108617	6.392931177	5.965966454	6.145605486	5.722333493	5.988333695	6.312372023	6.480273542	6.048503099	6.035283187	5.994450428	5.840759317	6.084565485	6.110059615	5.578654973	5.731597501	5.503166974	5.774886964	5.908107577
LOC102061761	5.933787463	5.89758473	5.808604092	6.251977454	4.955213835	5.890215176	5.946968487	6.149209039	6.315296109	5.948419585	6.322431408	6.425399242	6.907863127	5.930560761	6.263592045	5.801151913	6.534031212	5.996619842	6.399827742	6.290308267	6.002437212	6.111224884	6.047200779	6.019080399	5.954679654	6.100361786	6.066265497	6.631368037	6.004422176	5.995453594
LOC102069084	6.051248146	5.762654586	5.974544864	6.025321156	6.419275409	5.806986898	5.885109416	6.149209039	5.826318287	5.859559111	5.911033511	5.908369445	6.473054181	5.893614542	5.808536341	6.10980203	6.148437001	6.113614922	5.965353988	6.637812253	6.066990679	6.416862541	6.654324539	6.145796701	6.061128874	6.222038142	5.959361479	5.503166974	6.303910698	6.280361345
GPD1L	6.356351353	6.266175922	6.442752748	6.025321156	6.112171169	6.225286023	6.158717165	6.206975302	6.628611435	6.193414387	6.244735207	5.908369445	6.086328662	6.095008272	5.895669061	6.10980203	5.896149973	5.743494177	6.26681921	6.290308267	5.773310743	5.962747441	5.983700957	5.637047837	6.009479322	6.125935942	6.091151823	5.84140744	5.705103996	6.049229037
HBEGF	6.415667309	6.08312393	6.34409947	6.545773357	5.953635403	5.831674073	5.976293552	5.874240682	5.863844753	6.0029038	6.019225616	6.212086888	6.576475729	5.893614542	5.853292946	6.10980203	5.988333695	6.217857402	6.399827742	6.152433917	6.127364618	6.215276416	6.290014964	5.910901977	5.833193057	6.198866759	6.228368769	6.388355937	6.227137656	5.775060991
KLHL20	6.104750581	5.937968682	5.853364036	5.996430677	6.054390791	6.177023203	6.158717165	6.386915245	5.899698377	6.315541917	6.244735207	6.138463327	6.23185953	5.930560761	5.808536341	6.028021535	5.86302723	6.312372023	6.335387265	6.373028767	6.184190217	5.859908076	6.077371978	6.203416411	5.865296171	6.175148991	6.066265497	5.65985316	6.099805113	6.340572181
FAM161B	6.271812303	5.810284991	5.895743283	6.106915472	6.376796096	6.134936334	6.158717165	5.987474622	5.863844753	5.859559111	5.819633345	6.163616783	6.063629331	6.91795135	5.935976804	5.801151913	6.723348404	6.113614922	5.965353988	6.311597423	6.035283187	5.962747441	5.878868468	6.231030839	6.133614557	5.673281146	5.768539944	4.955213835	6.144105781	6.124462504
LOC102066928	5.676118299	5.855127768	5.761062481	5.870208958	6.476139938	5.996235944	6.249341141	6.410319726	5.967098711	6.193414387	5.593828747	6.163616783	6.192413887	6.358116636	6.113780283	6.028021535	5.896149973	5.897594436	5.997132381	6.075573178	6.629309968	5.994450428	6.721782978	5.910901977	6.517970013	5.756029346	5.803717144	5.503166974	6.303910698	5.87686893
FAM206A	5.833716587	6.08312393	6.080951565	5.996430677	6.042393691	6.424991169	6.428393995	6.022162396	6.220602615	5.976083945	5.966806241	5.724275377	5.966758395	6.285997601	5.935976804	6.232367425	6.327946722	5.964855855	6.14130534	6.200505959	6.211428497	6.239682321	6.134969731	6.115668542	6.32384335	5.715883496	5.83734197	5.403504077	6.053342195	6.074979601
SLC23A1	6.078379865	6.116099767	5.710209133	6.132621119	5.248713086	5.638209537	5.976293552	5.742477387	6.359634125	6.315541917	6.602175293	6.385992904	6.108495433	6.796518239	6.176427316	6.514545	6.445049782	6.217857402	6.242927417	6.075573178	5.727639787	6.495724633	6.134969731	5.74015804	5.727921338	6.570901044	5.930486746	5.503166974	6.099805113	5.938218996
ETV7	6.871507627	6.178858709	6.75146907	7.080265177	4.955213835	5.934211754	5.663253078	5.951372625	6.611349699	6.102915948	5.851270854	6.188145378	5.531528739	5.814285603	6.511280778	6.185139229	6.693811905	4.955213835	5.652642359	5.398368627	6.156187804	6.083375036	5.758439486	6.309693945	5.64796062	6.125935942	6.228368769	5.725616539	5.432661328	6.194253121
TNFRSF4	6.33583724	5.937968682	5.710209133	6.274254354	5.74161292	5.96577516	6.110099382	6.178511219	5.967098711	6.028943573	6.138511715	6.345113156	5.966758395	5.999990647	6.317865596	6.056086297	5.988333695	6.754718695	6.399827742	6.176760404	6.127364618	6.190268712	6.240912294	6.429128636	6.08591104	6.0740822	5.869587277	6.114604712	6.099805113	5.938218996
DNAJB13	6.718333868	6.237892258	6.617402173	6.510798002	4.955213835	5.653978522	5.852350792	5.913693671	5.415125532	5.948419585	5.881698629	6.188145378	6.151352072	6.358116636	6.113780283	5.837658604	6.0718081	6.843598022	6.14130534	6.352938753	6.513380948	5.895616669	5.878868468	5.910901977	6.32384335	6.447977995	5.731597501	6.555937186	6.053342195	5.810504746
CAMK1	5.994455657	6.048952867	5.974544864	6.418337317	6.054390791	5.986198652	6.058881196	5.987474622	5.826318287	6.459247286	6.06877359	6.32407733	5.99197308	6.032766491	6.011335396	6.083326551	6.172691099	5.964855855	5.89806171	6.020614879	6.513380948	5.600080688	6.189342669	6.557342777	6.08591104	5.864906006	5.900595732	6.190221147	6.677481851	6.259500385
HSPBAP1	5.759177974	6.08312393	6.046840337	5.996430677	6.077929837	6.444359029	5.916608114	6.386915245	6.029660634	6.256280273	6.322431408	6.405872202	6.04036316	6.425723134	6.418795915	6.320782457	6.19636646	5.824367923	5.743889069	5.525849033	6.337748772	6.083375036	6.189342669	5.69056585	6.08591104	5.715883496	6.01439675	5.725616539	5.774886964	5.612365473
PDE8A	6.078379865	5.711705371	5.655317487	6.053321591	6.248083219	6.072761472	5.916608114	6.261614126	6.220602615	6.0029038	5.993402028	6.500264263	6.151352072	5.965966454	6.080864	5.938147276	6.123566929	6.266189013	6.027817117	6.152433917	5.895829719	6.868219694	5.983700957	6.084565485	5.64796062	6.0740822	6.2702363	5.586692522	6.340291484	5.995453594
SLC6A15	6.179793664	6.147982058	6.011418021	6.317434222	5.808261768	6.201443667	5.946968487	6.338543224	6.059391241	5.919836775	6.092591392	6.03067935	6.108495433	6.235016523	6.046755185	6.232367425	6.0718081	6.192804307	6.460697868	6.290308267	6.127364618	5.895616669	6.106604448	5.74015804	6.133614557	6.222038142	6.16214599	6.114604712	5.774886964	6.074979601
LOC102070497	5.676118299	5.762654586	5.808604092	5.93565585	5.992761648	5.781476015	6.03217859	6.234659128	6.220602615	6.214804189	6.244735207	6.00165629	6.392931177	5.725800515	5.974464893	5.999064218	6.123566929	6.02729077	6.399827742	6.311597423	6.59193158	6.37522907	6.754152111	5.830200572	6.565584987	5.756029346	5.559455023	5.942293068	6.266232981	6.1482807
LOC102068300	5.86845705	5.762654586	5.710209133	5.760731443	6.718316911	5.923426745	6.058881196	5.515301989	5.934065174	6.389751488	6.526818931	6.163616783	7.342502251	5.725800515	5.595292171	5.837658604	5.927996326	5.699412711	5.824801083	5.7571216	6.289036209	5.895616669	5.950166463	6.203416411	5.603982158	5.525062131	5.987306534	5.503166974	5.432661328	6.049229037
SLC2A12	6.490117609	5.855127768	6.418906186	6.106915472	6.134336673	5.622039634	5.569906013	5.692745052	5.998927552	5.379204529	5.752141171	5.764842371	5.619241646	5.854935193	5.595292171	5.529942827	5.896149973	5.824367923	7.403886154	7.488707426	5.773310743	6.083375036	5.915274406	5.830200572	5.764697534	6.537104459	5.900595732	6.153140835	6.340291484	5.775060991
GPSM1	6.559983136	5.656709269	6.176521527	6.157663574	6.166666552	5.451705257	5.744898954	5.639074441	6.50205372	6.054259809	5.939374472	6.500264263	6.645093089	5.893614542	6.418795915	5.872545133	6.172691099	6.289534298	6.14130534	6.373028767	5.932856942	5.994450428	5.800713853	5.74015804	5.799717506	6.100361786	6.16214599	6.502785282	6.099805113	6.194253121
NUDT14	6.023295982	6.178858709	6.113870156	5.798987166	6.066234517	6.450741004	6.182150863	6.287886273	6.50205372	6.214804189	6.557550376	5.940599552	5.696024392	5.771368166	6.011335396	6.135565519	5.896149973	5.743494177	5.965353988	5.962103933	5.773310743	6.138288616	6.215455183	5.74015804	6.179083595	6.100361786	5.803717144	6.225977126	5.627415061	6.171533294
AGPAT2	5.933787463	5.97652889	6.206418482	5.835405885	6.187646162	6.951326918	6.291810762	6.765962197	5.65387199	5.859559111	5.439633426	5.585584857	5.76500368	5.814285603	5.710148826	6.160663939	5.896149973	5.824367923	5.601788072	5.71692352	5.932856942	6.215276416	5.950166463	5.69056585	5.727921338	6.309830712	5.651271516	6.702282474	5.293586833	5.564356546
LOC102072421	5.933787463	5.243945623	5.45266572	6.080499841	5.124860314	5.215426556	5.458359118	5.352491345	7.300862796	6.126339938	7.3722681	7.371096315	5.531528739	6.064406821	5.452625481	5.401564292	5.754363582	6.167109191	5.546262715	5.674265332	5.678804946	5.783268223	5.800713853	7.178043108	6.304355985	5.864906006	5.384026379	5.503166974	6.099805113	6.216469933
LOC102065919	6.104750581	6.421641639	6.394534784	5.996430677	5.628075755	5.94486195	5.976293552	5.788980347	6.116157175	5.68444501	5.993402028	6.444588714	5.857729981	6.447368816	6.317865596	6.10980203	6.327946722	6.02729077	6.399827742	6.352938753	6.237953005	6.286825239	6.381866641	6.203416411	6.179083595	5.756029346	6.184709925	5.785749878	6.004422176	6.049229037
